Review,Year,user_id,Location,Helpful votes,Country,Country_code,Cleaned,Label_1,Label_2,Label_3,Label,
I'm wondering if you are asking about Birthright.,2018,weezlikestotravel,Spokane Valley...,50,Israel,16,im wondering asking birthright.,1,0,2,#N/A,
"Shalom
I am interested in doing a tour in 2018 for Israel's 70th Birthday Celebrations. I have been to Israel many times so would plan to fly in in April (?) for Yom Ha'atzmut or close and wonder what is available (planned) to join there. I would plan to stay, based in Tel Aviv for about 10 days.
Toda raba in advance for any replies.",2018,Sue R,"London, United...",2,Israel,16,shalomi interested tour israels th birthday celebrations. i israel many times would plan fly april yom haatzmut close wonder available planned join there. i would plan stay based tel aviv days.toda raba advance replies.,0,0,1,0,
"There will obviously be many, many events for Yom HaAtzma'ut this year but it is way too early for anything to have announced yet.",2018,Oreet-S,Israel,57,Israel,16,there obviously many many events yom haatzmaut year way early anything announced yet.,1,1,1,1,
how can i go to Israel from UAE to visit it and how can i get visit visa,2018,Michael Bars,"Dubai, United Arab...",No Rating,Israel,16,go israel uae visit get visit visa,1,0,0,0,
What passport do you have?,2018,mbgg,"Tel Aviv, Israel",11,Israel,16,what passport,0,0,0,0,
"You need to contact the Israeli Consulate in Amman since Israel has no diplomatic relations with the UAE. There are some countries which do not require a visa in advance. India and countries in that region do require a visa prior to departing for Israel.
Chana
Israel",2018,VisitIsrael,Modi'in-Maccabim-Re...,252,Israel,16,you need contact israeli consulate amman since israel diplomatic relations uae. there countries require visa advance. india countries region require visa prior departing israel.chanaisrael,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2019,,,,Israel,16,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"i am planning to visit Italy and france in end of october- november 2012. The backpacking trip will be of 14 days.
1. Is oct- november a good time to visit france and italy?
2. I will arrive in italy first and intend to spend 8 days in italy (3 cities) and 6 days in france (2 cities)... Which cities should i explore?
3. What is the easiest/cheapest way to travel in italy from one city to another? should i buy a eurorail?
4. Which is the cheapest way to travel from italy to france (milan-lyon)?
5. any other suggestions?",2013,emperorofdreams,"Mumbai, India",5,Italy,17,planning visit italy france end october november . the backpacking trip days.. is oct november good time visit france italy. i arrive italy first intend spend days italy cities days france cities... which cities explore. what easiestcheapest way travel italy one city another buy eurorail. which cheapest way travel italy france milanlyon. suggestions,1,0,0,0,
"The most visited Cities in Italy are Venice, Florence and Rome, allow a day for travelling between, Train is by far the best option,
Check out Airlines like Easyjet to get to France and reliable although best to travel light on them,",2013,sophie8,United Kingdom,83,Italy,17,the visited cities italy venice florence rome allow day travelling train far best optioncheck airlines like easyjet get france reliable although best travel light,1,1,0,1,
Do not by a Eurail pass: it will cost more than ordinary tickets. See the excellent advice at http://www.seat61.com and especially http://seat61.com/Railpass-and-Eurail-pass-guide.htm,2013,sydneynick,"Sydney, Australia",20,Italy,17,do eurail pass: cost ordinary tickets. see excellent advice especially,0,1,2,#N/A,
"My daughter and possibly a friend are in Italy studying aboad. When we visit this year we will be getting specific train passes between Florence, Venice and Rome. I f they will be traveling during their stay should they buy a eurail pass or pt. to pt. tickets? Can they travel with us with their pass freely or do I need to get them tickets ahead of time with ours?",2013,sue c,"Perrysburg, Ohio",4,Italy,17,my daughter possibly friend italy studying aboad. when visit year getting specific train passes florence venice rome. i f traveling stay buy eurail pass pt. pt. tickets can travel us pass freely i need get tickets ahead time,1,0,0,0,
"Don't buy a eurail pass for italy. It won't save you any money. You should buy point to point tickets from the official trenitalia site, not a reseller.
I don't know what you mean by them traveling freely with you or getting them tickets. They will need tickets. You can buy them online ahead of time and take advantage of lower prices but these tickets come with very strict change policies so be sure of your travel dates and times before purchasing them. You can easily buy them at the station on the day of travel if you prefer.
http://www.trenitalia.com/cms/v/index.jsp?vgnextoid=ad1ce14114bc9110VgnVCM10000080a3e90aRCRD
Be sure to use the Italian names such as Roma and Venezia.
Donna",2013,dbabe,pittsburgh,124,Italy,17,dont buy eurail pass italy. it wont save money. you buy point point tickets official trenitalia site reseller.i dont know mean traveling freely getting tickets. they need tickets. you buy online ahead time take advantage lower prices tickets come strict change policies sure travel dates times purchasing them. you easily buy station day travel prefer.be sure use italian names roma venezia.donna,1,1,2,1,
"We (5 of us) are also traveling to Venice Florence and Rome but were thinking to rent a car for the drive to Florence stay there 2 days and then on to Rome. Not keeping the car to just park in both Venice and Rome. Our thoughts were if we took the train to and from Florence we would miss the countryside. Is it worth the headache or the experience over the quick train ride? And then how would we get around Florence? This is a graduation trip for my daughter and we don't want to miss anything while we are there! Open to suggestions and ideas!
Thanks,
Niki",2013,Niki H,"Houston, Texas",9,Italy,17,we us also traveling venice florence rome thinking rent car drive florence stay days rome. not keeping car park venice rome. our thoughts took train florence would miss countryside. is worth headache experience quick train ride and would get around florence this graduation trip daughter dont want miss anything open suggestions ideasthanksniki,0,0,0,0,
I agree do not get a rail pass. They seldom even pay for themselves! November the weather can start getting iffy. Cooler and better chance of cloudy and rain. 5love. Are you rentinga car to explore Tuscany or visit smaller towns? Otherwise I would not rent a car. Especially if you are only driving to Florence with the intent of staying over in the countyside.,2013,glaciermeadows,"Poulsbo, Washington",6,Italy,17,i agree get rail pass. they seldom even pay november weather start getting iffy. cooler better chance cloudy rain. love. are rentinga car explore tuscany visit smaller towns otherwise i would rent car. especially driving florence intent staying countyside.,1,1,1,1,
"I think my original question was confusing - I will restate. Daughter is studying abroad for a semester in Italy. Would you recommend a eurail pass for her if she intends to travel around? We are going to visit in October for 10 days. Can she use her pass to travel in Italy with us? We will probably purchase our tickets ahead of time and I wasn't sure whether to buy for her also. The AAA we are working with suggested first class on the train, so I wasn't sure if her pass would put her with us. Obviously if a pass ins't rec'd for her than I would prob. buy hers ahead also. Any thoughts?",2013,sue c,"Perrysburg, Ohio",4,Italy,17,i think original question confusing i restate. daughter studying abroad semester italy. would recommend eurail pass intends travel around we going visit october days. can use pass travel italy us we probably purchase tickets ahead time i wasnt sure whether buy also. the aaa working suggested first class train i wasnt sure pass would put us. obviously pass inst recd i would prob. buy ahead also. any thoughts,1,0,0,0,
"First class is a waste of money; there is little difference between first and second class. If you know your dates of travel you can also get incredible discounts on the trains by buying ahead online (being sure to carefully read all fare restrictions) - i.e., pay 9 euros instead of 45 euros for the same ticket. These discounts (Economy and Super Economy) are not always available for all trains and they are not unlimited so the further ahead of travel you can buy them, the better.
http://www.trenitalia.com
I think you need to do some math re: a pass for your daughter. Look at prices at the website above and make some comparisons.
Sometimes I wonder whether any travel agents have even been in Italy given some of the incredibly bad and incorrect advice I've seen written about here on the forum from people that getting really bad advice. There's just no reason to use them anymore. All the uptodate information is online, easy to find and easy to book.",2013,MCat,New York,No Rating,Italy,17,first class waste money little difference first second class. if know dates travel also get incredible discounts trains buying ahead online sure carefully read fare restrictions i.e. pay euros instead euros ticket. these discounts economy super economy always available trains unlimited ahead travel buy better.i think need math re: pass daughter. look prices website make comparisons.sometimes i wonder whether travel agents even italy given incredibly bad incorrect advice ive seen written forum people getting really bad advice. theres reason use anymore. all uptodate information online easy find easy book.,0,2,2,2,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2014,,,,Italy,17,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"Looking for reviews on AAA Italy's Treasures tour. Good experiences, bad experiences, worth the price, any feedback will be appreciated. This will be our first trip to Italy so we really could use your help. Thanks!",2013,Traveler16117,Ellwood City...,No Rating,Italy,17,looking reviews aaa italys treasures tour. good experiences bad experiences worth price feedback appreciated. this first trip italy really could use help. thanks,1,0,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2014,,,,Italy,17,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
"Vacationing in late spring/early summer 2020. Trying to find a town that is small enough to really soak in the history, architecture and food but yet close enough to bigger attractions to day trip. Want a balance of relaxing on a shaded terrace yet have things to do. I don't want every minutes scheduled. I like accommodations that are comfortable and overlook water. Beautiful lush garden would be great too. Also, a town that does not have a lot of stairs to climb to enjoy. Has good food options nearby. Any ideas?
Considering Lake Como, Triovilo.....",2020,Rebecca V,,No Rating,Italy,17,vacationing late springearly summer . trying find town small enough really soak history architecture food yet close enough bigger attractions day trip. want balance relaxing shaded terrace yet things do. i dont want every minutes scheduled. i like accommodations comfortable overlook water. beautiful lush garden would great too. also town lot stairs climb enjoy. has good food options nearby. any ideasconsidering lake como triovilo.....,0,0,0,0,
"Hello Rebecca... welcome to the Tripadvisor Forums...
If you want some travel advice about Italy, the actual Tripadvisor Italy “ DESTINATION” Forums have been created by Tripadvisor for that exact purpose.
Virtually all cities in Italy incl Lake Como have their own Forums on Tripadvisor, their own Experts and local member volunteers giving advice daily, plus extensive listings of all travel information
This HONEYMOONS Forum is not about any locations/ Destinations, its general topics about the “ Theme of Honeymoon Travel planning
See Our Top Questions section for information
For Italy advice see Forums, DESTINATIONS, EUROPE, ITALY
best regards
Edited: 3 years ago",2020,Eden7 🇨🇦,"Toronto, Canada",89,Italy,17,hello rebecca... welcome tripadvisor forums...if want travel advice italy actual tripadvisor italy destination forums created tripadvisor exact purpose.virtually cities italy incl lake como forums tripadvisor experts local member volunteers giving advice daily plus extensive listings travel informationthis honeymoons forum locations destinations general topics theme honeymoon travel planningsee our top questions section informationfor italy advice see forums destinations europe italybest regardsedited: years ago,1,0,2,#N/A,
Thanks! New to this so thanks for pointing me in the right direction.,2020,Rebecca V,,No Rating,Italy,17,thanks new thanks pointing right direction.,1,1,1,1,
"Greetings to all.
I know this is not the right time to travel, however thinking of some planning.
I would like to visit Japan and want to see cherry blossom aswell. However, i hear that during the season ( i hear that its from April to June usually ) the place will get crowded/everything gets exepnsive etc;
wanted to check is there a way for me to travel to Japan during any other months ; preferably October or December/January and still see Cherry Blossom.... which part of Japan i need to look at ? how the weather would be ? I come from hot weather and will be travelling with my wife and my teen age son.
Any input will help.
Cheers",2021,Muralidharan U,"Singapore, Singapore",71,Japan,18,greetings all.i know right time travel however thinking planning.i would like visit japan want see cherry blossom aswell. however hear season hear april june usually place get crowdedeverything gets exepnsive etcwanted check way travel japan months preferably october decemberjanuary still see cherry blossom.... part japan need look weather would i come hot weather travelling wife teen age son.any input help.cheers,1,0,0,0,
"Cherry blossom season is typically from third week of March (or so) until late April (or so). Generally, earlier in the south and then later in the north. This website has some information about dates.
https://livejapan.com/en/article-a0001033/
There are many websites about Japan cherry blossoms. Do an internet search for lots of information.",2021,nishin91,"Kobe, Japan",8,Japan,18,cherry blossom season typically third week march late april so. generally earlier south later north. this website information dates.there many websites japan cherry blossoms. do internet search lots information.,0,1,1,1,
"If you can't go during the spring, then from late November to early December, consider visiting areas with peak foliage. The scenery can be stunning as well.",2021,SammyFD,"Hong Kong, China",191,Japan,18,if cant go spring late november early december consider visiting areas peak foliage. the scenery stunning well.,1,1,1,1,
"Foreigners don't know how much Sakura（Cherry Blossoms) mean for the Japanese.
There are more than 600 kinds of them.
You can see some kind of Sakura from mid September to early May.
Today I saw three trees of Jyugatsuzakura in the neighborhood of Asakusa. One I knew was blooming near Nitenmon of Asakusa Shrine，the two others were new to me.
＃1 is the season of Somei Yoshino, the type which was invented in Meiji Era approximately 300 years ago.
If you go to Ueno Park, there are three Jyugatsuzakura blooming, one near Kiyomizu Kannondo, two near Bentendo of Shinobazu Pond. There are three blooming near Sensoji Temple now, next month the Kawazuzakura will start blooming too.
Right now, the Kawazuzakuras in front of Kamakuragu are blooming. The Tamanawazakuras will bloom at Wakamiyo Oji Street and Hasedera Temple in Kamakura in February.
https://allabout.co.jp/gm/gc/468136/
You will be able to see some kind of Sakuras at East Gardens of the Imperial Palace from mid September till early May.
https://www.kunaicho.go.jp/event/hanadayori/hanadayori-ph.html
Just ask again when you are about to come.",2021,Global715255,"Tokyo, Japan",11,Japan,18,foreigners dont know much sakuracherry blossoms mean japanese.there kinds them.you see kind sakura mid september early may.today i saw three trees jyugatsuzakura neighborhood asakusa. one i knew blooming near nitenmon asakusa shrinethe two others new me. season somei yoshino type invented meiji era approximately years ago.if go ueno park three jyugatsuzakura blooming one near kiyomizu kannondo two near bentendo shinobazu pond. there three blooming near sensoji temple next month kawazuzakura start blooming too.right kawazuzakuras front kamakuragu blooming. the tamanawazakuras bloom wakamiyo oji street hasedera temple kamakura february.you able see kind sakuras east gardens imperial palace mid september till early may.just ask come.,1,1,1,1,
"Next time please put the word Sakura in your title instead of Japan.
This is a Japan forum. Everything is supposed to be about Japan.",2021,Global715255,"Tokyo, Japan",11,Japan,18,next time please put word sakura title instead japan.this japan forum. everything supposed japan.,1,1,0,1,
Most foreign visitors are likely thinking of lots of sakura trees blooming at the same time. A couple trees blooming occasionally don't make the same impact.,2021,SammyFD,"Hong Kong, China",191,Japan,18,most foreign visitors likely thinking lots sakura trees blooming time. a couple trees blooming occasionally dont make impact.,1,2,2,2,
"Even it is at a very rural area, there is Sakurayama which has the whole mountain where Fujuzakura blooms.
https://translate.google.com/translate?hl=ja&sl=ja&tl=en&u=http%3A%2F%2Fwww.city.fujioka.gunma.jp%2F
I think there was another one like that in Aichi, the same prefecture where Nagoya is.",2021,Global715255,"Tokyo, Japan",11,Japan,18,even rural area sakurayama whole mountain fujuzakura blooms.i think another one like aichi prefecture nagoya is.,1,1,0,1,
"Kanzakura starts to bloom at Ueno Park so in early February they attract the International tourists, too.",2021,Global715255,"Tokyo, Japan",11,Japan,18,kanzakura starts bloom ueno park early february attract international tourists too.,1,1,1,1,
"If you come at the end of April, you can see the Somei Yoshino at Tohoku areas and the late blooming type in Tokyo and at Kyoto Botancial Garden but February is quite good at East Gardens and Ueno Park.",2021,Global715255,"Tokyo, Japan",11,Japan,18,if come end april see somei yoshino tohoku areas late blooming type tokyo kyoto botancial garden february quite good east gardens ueno park.,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2022,,,,Japan,18,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"I read many differing statements, news pieces, and ""opinions"" on Japan's entry requirements
Can one assume that the MoFA would be the definitive statement on the topic of entry requirements?",2022,OctoberSix,"Bangkok, Thailand",39,Japan,18,i read many differing statements news pieces opinions japans entry requirementscan one assume mofa would definitive statement topic entry requirements,1,0,0,0,
"Definitely. They are in charge of entry.
You have to wait for the next announcement anyway, It is said to come out on the 19th, if the rumors are true.",2022,Global715255,"Tokyo, Japan",11,Japan,18,definitely. they charge entry.you wait next announcement anyway it said come th rumors true.,1,0,2,#N/A,
"The MoFA is not the sole Ministry currently in charge. For the last few months the MHLW administers the special exemption for visitors, and the MLIT control aspects of the travel industry, so it is spread around. It is impossible to get all the information about the current restrictions from the MoFA alone.
Having said that, when individual tourism is allowed (and the pointless speculation you see in news reports is replaced by actual announcements), the MoFA will update their information accordingly.",2022,JapanCustomTours,Japan,74,Japan,18,the mofa sole ministry currently charge. for last months mhlw administers special exemption visitors mlit control aspects travel industry spread around. it impossible get information current restrictions mofa alone.having said individual tourism allowed pointless speculation see news reports replaced actual announcements mofa update information accordingly.,1,1,1,1,
"Of course a lot of Ministry are involved. Highly sectionalism is particular in Japan.
MHLW will take care of the vaccination certificate parts but the visa issues are controled by MOFA,",2022,Global715255,"Tokyo, Japan",11,Japan,18,of course lot ministry involved. highly sectionalism particular japan.mhlw take care vaccination certificate parts visa issues controled mofa,0,1,1,1,
""" ... the MoFA will update their information accordingly.""
-------------
That about sums it up.
Here in Thailand, there are dozens of ministries covering just about every aspect of Thailand. And, because most are narcissists, they are always popping up with their 2¢ on every subject.
However, it is all talk until it is published in the Royal Gazette.
I would imagine that whatever the regulations might be on entering the country, the MoFA might be my go-to place to look for them.",2022,OctoberSix,"Bangkok, Thailand",39,Japan,18,... mofa update information accordingly.that sums up.here thailand dozens ministries covering every aspect thailand. and narcissists always popping every subject.however talk published royal gazette.i would imagine whatever regulations might entering country mofa might goto place look them.,0,1,2,#N/A,
Hay guys. Let me know where is the are hotel near to soul Korea we want to going there on Juny 2017. Low cost hotel and where is the best place visit in Korea we new cover to Korea thank s,2018,I wayan a,,No Rating,Korea,19,hay guys. let know hotel near soul korea want going juny . low cost hotel best place visit korea new cover korea thank,1,0,1,1,
With the research you have done so far what have you found?,2018,teacherk6,"Bankstown, Australia",11,Korea,19,with research done far found,0,0,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2019,,,,Korea,19,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
Hie.im planning to go korea end of sep to early oct to shop for clothes tt is suitable for sg wheather.so pls advice on the best month to go and also which area to stay which is more accessible to most area.tq,2015,fasya15,,No Rating,Korea,19,hie.im planning go korea end sep early oct shop clothes tt suitable sg wheather.so pls advice best month go also area stay accessible area.tq,1,0,0,0,
"Well, end of September/beginning of October is the start of autumn, so shops will be selling mostly autumn/winter clothes. If you want to buy summer clothes, the best time to visit would be start of summer (ie May/June).",2015,debb199,Llandrindod Wells...,26,Korea,19,well end septemberbeginning october start autumn shops selling mostly autumnwinter clothes. if want buy summer clothes best time visit would start summer ie mayjune.,1,1,1,1,
Okays.so basically ard end of sep/oct is mostly on sight seeing?? And correct me of im wrong e wheather ard tt tym is ard 19°c???,2015,fasya15,,No Rating,Korea,19,okays.so basically ard end sepoct mostly sight seeing and correct im wrong e wheather ard tt tym ard c,1,0,0,0,
"I can barely understand those 2 questions! End Sept/beginning Oct, you can do anything you like! Weather temperatures can range from around 15c to 25c. It's a lovely time of year to visit, warm and sunny without the heat and humidity of summer.",2015,debb199,Llandrindod Wells...,26,Korea,19,i barely understand questions end septbeginning oct anything like weather temperatures range around c c. its lovely time year visit warm sunny without heat humidity summer.,0,1,1,1,
"what's your priority.... is it shopping or 4-season experience of south korea? if you're priority is shopping i would suggest to go on july, there a lot of sales and discounts during this time because they are entering summer months.. but the summer months in korea, the temperature maybe more like in singapore (hot and humid)..... but if you're priority is season change, then you go their either april (springtime) or october-november (autumn)",2015,Cathylicious,Philippines,No Rating,Korea,19,whats priority.... shopping season experience south korea youre priority shopping would suggest go july lot sales discounts time entering summer months.. summer months korea temperature maybe like singapore hot humid..... youre priority season change go either april springtime octobernovember autumn,0,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2016,,,,Korea,19,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"I'm Shawn Cheon. I live in Seoul, Korea. So, I want many foreigners to travel around Korea. Korea is very beautiful place. Why don't you plan to travel Korea during your vacation. I'll try to post many useful information about Korea.
http://korea-seoul-map.blogspot.com/",2010,KoreaSeoul,"Seoul,Korea",No Rating,Korea,19,im shawn cheon. i live seoul korea. so i want many foreigners travel around korea. korea beautiful place. why dont plan travel korea vacation. ill try post many useful information korea.,0,1,0,0,
"Hi, Shawn!! I really appreciate your information on Trip advisor..my husband and I are coming to south korea next week, and you have been the only person that has really given in depth info about Seoul. Our problem however, is we cannot find the info you had on two weeks ago..how to find subway stations, the tower..so many things..did you change your site in some way? All we can find are videos on Insadong, etc..please advise. Thank-you! Chicago Precious",2010,ChicagoPrecious,chicago,3,Korea,19,hi shawn i really appreciate information trip advisor..my husband i coming south korea next week person really given depth info seoul. our problem however cannot find info two weeks ago..how find subway stations tower..so many things..did change site way all find videos insadong etc..please advise. thankyou chicago precious,0,0,0,0,
"So sorry, Shawn..I just found the information I wanted under Labels. Thank-you again. You have been VERY helpful! ChicagoPrecious",2010,ChicagoPrecious,chicago,3,Korea,19,so sorry shawn..i found information i wanted labels. thankyou again. you very helpful chicagoprecious,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,Korea,19,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
"My husband and I are planning a trip - about two months to South Korea and Japan.
My question is how long to spend in South Korea and in which areas besides Seoul?
Thanks for your help",2020,587Helen1983,Israel,9,Korea,19,my husband i planning trip two months south korea japan.my question long spend south korea areas besides seoulthanks help,1,0,0,0,
When?,2020,JHL,"Seoul, South Korea",675,Korea,19,when,1,0,0,0,
"We have just returned from our second visit to Poland. We found the costs for meals, transportation, shopping, admissions, etc. to be very affordable. It was great to be able to enjoy a lovely meal in a restaurant for 10 Euro per person including drinks. What can we expect in regards to costs in Latvia? Are the costs similar?",2019,Scotiascott,"Halifax, Canada",38,Latvia,20,we returned second visit poland. we found costs meals transportation shopping admissions etc. affordable. it great able enjoy lovely meal restaurant euro per person including drinks. what expect regards costs latvia are costs similar,1,0,1,1,
"A bit higher in Latvia.
You can search this or Riga forum for posts about costs/prices.",2019,EastwoodDK,"Copenhagen, Denmark",65,Latvia,20,a bit higher latvia.you search riga forum posts costsprices.,1,2,0,#N/A,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2020,,,,Latvia,20,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"Hi
I do have a single entry schengen business visa for 1 month. I plan to come to Latvia first, and stay there for 1 week, and move to Lithuania for 1 week through bus, and plan to be there for 1 week.
Planning to retune back to Latvia after 1 week, and fly out. Kindly let know if can cross Latvia border to Lithuania and then back to Latvia with single entry schengen visa.",2013,Puneet80,"New Delhi, India",7,Latvia,20,hii single entry schengen business visa month. i plan come latvia first stay week move lithuania week bus plan week.planning retune back latvia week fly out. kindly let know cross latvia border lithuania back latvia single entry schengen visa.,0,0,0,0,
"Both Latvia and Lithuania are in Schengen zone, therefore you can travel between them without problem as long as you have Schengen visa and personal ID with you (there are no regular border control, but from time to time travelers are required to stop and show their IDs in border area).",2013,Antuanete,"Riga, Latvia",12,Latvia,20,both latvia lithuania schengen zone therefore travel without problem long schengen visa personal id regular border control time time travelers required stop show ids border area.,0,1,1,1,
"Yes, that is true, tat both countries are in Schengen zone, so don't you worry about that. When you order the tickets online, you must write your name and surname, driver will check, your passport also. make sure, thet your passport is not due excited. I allways travel by ecolines this route Vilnius-Riga. check there http://ecolines.net/en/?l=4",2014,laimis g,"Vilnius, Lithuania",No Rating,Latvia,20,yes true tat countries schengen zone dont worry that. when order tickets online must write name surname driver check passport also. make sure thet passport due excited. i allways travel ecolines route vilniusriga. check,0,1,1,1,
"Just returned from a trip to Finland, Estonia, Latvia, Lithuania, Poland with Gate1. Great trip. I don't know what a Schengen zone ID is. But, we did not have any visas at all as we went from country to country In fact, I even asked to have my passport stamped at border crossings. I was told no, we do not stamp passports anymore. Therefore, you may travel to and from all the European countries who are members of the European Union without passports or visas. The only place where my passport had to be stamped was in Germany at Frankfurt airport. I guess that was because that was my entry into the EU zone.",2014,Gerard A S,Arlington,19,Latvia,20,just returned trip finland estonia latvia lithuania poland gate. great trip. i dont know schengen zone id is. but visas went country country in fact i even asked passport stamped border crossings. i told stamp passports anymore. therefore may travel european countries members european union without passports visas. the place passport stamped germany frankfurt airport. i guess entry eu zone.,0,1,2,#N/A,
"Gerard, you are not right about travelling without border control within European Union. Border-free travelling applies to Shengen Zone, which is different (though mostly overlaps) with EU (see map here http://en.wikipedia.org/wiki/Schengen_Agreement). You still have border control entering UK and Ireland. Traveling within Shengen is really easy indeed, you have to cross border once entering it, and don't have any passport control even in airports. Also visas are issued for all Shengen zone if you have to get one.",2014,Antuanete,"Riga, Latvia",12,Latvia,20,gerard right travelling without border control within european union. borderfree travelling applies shengen zone different though mostly overlaps eu see map you still border control entering uk ireland. traveling within shengen really easy indeed cross border entering dont passport control even airports. also visas issued shengen zone get one.,0,1,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2015,,,,Latvia,20,this topic closed new posts due inactivity.what forum guidelines,2,0,0,0,
"Hi!
In these very, very absurd times it seems UK people have been put back on Latvia’s quarantine list on arrival. Is this correct? It’s very hard to find info with a Google search.
If anyone has a link to Latvia’s green/red lists, that would be great. I found one for Estonia where they update it weekly, but I can’t find a similar one for Latvia.
Thanks!",2021,rpm333,"London, United...",1,Latvia,20,hiin absurd times seems uk people put back latvias quarantine list arrival. is correct its hard find info google search.if anyone link latvias greenred lists would great. i found one estonia update weekly i cant find similar one latvia.thanks,0,0,1,0,
"This topic has been discussed numerous times on this forum, please have a look at older threads. The information you're looking for can be found here:
https://www.spkc.gov.lv/lv/valstu-saslimstibas-raditaji-ar-covid-19-0
Edited: 2 years ago",2021,Malterno,Germany,1,Latvia,20,this topic discussed numerous times forum please look older threads. the information youre looking found here:edited: years ago,0,1,2,#N/A,
A simple yes or no would have helped the op,2021,rebelwithoutacause,Edinburgh,2,Latvia,20,a simple yes would helped op,1,0,0,0,
"@gavin1875
A simple search here in this forum had helped him self....",2021,EastwoodDK,"Copenhagen, Denmark",65,Latvia,20,a simple search forum helped self....,1,2,0,#N/A,
"Also, the list gets updated weekly, so if you give a yes or no answer here on the forum, that information is outdated very quickly. The link, on the other hand, always links to the current status.",2021,Malterno,Germany,1,Latvia,20,also list gets updated weekly give yes answer forum information outdated quickly. the link hand always links current status.,1,1,1,1,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2022,,,,Latvia,20,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
Hi my name is Daniele. I've created this new topic with the puropose to share experience about Lithuania. I'm available for any question or suggestion about Lithuania.,2009,lele_mpdbrus,"London, United...",5,Lithuania,21,hi name daniele. ive created new topic puropose share experience lithuania. im available question suggestion lithuania.,1,0,0,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2010,,,,Lithuania,21,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
Is it possible to travel to Lithuania with visiting visa and stay without problem?,2022,Christopher A,,No Rating,Lithuania,21,is possible travel lithuania visiting visa stay without problem,0,0,0,0,
Visa is issued in order to allow you enter. Overstaying visa is not advisable and can cause you serious problems.,2022,endis,"Vilnius, Lithuania",270,Lithuania,21,visa issued order allow enter. overstaying visa advisable cause serious problems.,0,2,2,2,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2023,,,,Lithuania,21,this topic closed new posts due inactivity.what forum guidelines,1,0,0,0,
I am now in Lithuania. Can you suggest exciting things to do here?,2018,Sumita2801,,5,Lithuania,21,i lithuania. can suggest exciting things,1,0,0,0,
"sorry, too vague question. Difficult to give any suggestion without knowing your interests. And where in Lithuania?
http://www.vilnius-tourism.lt/en/
http://visit.kaunas.lt/en/
http://www.lithuania.travel/",2018,endis,"Vilnius, Lithuania",270,Lithuania,21,sorry vague question. difficult give suggestion without knowing interests. and lithuania,0,0,2,0,
"This topic has been closed to new posts due to inactivity.
What are forum guidelines?",2019,,,,Lithuania,21,this topic closed new posts due inactivity.what forum guidelines,0,0,0,0,
"We're a family of 4(2 adults and 2 teenagers) and we're planning a trip of 11 days to Lithuania. We will be visiting Vilnius and Kaunas.Where else would be best to visit in Lithuania (we will probably be renting a car)? We love culture, small villages and country-side. Or will it be more worthwhile to visit also Tallinn or Riga instead of moving out of these two cities?",2013,Maria B,Island of Malta...,4,Lithuania,21,were family adults teenagers planning trip days lithuania. we visiting vilnius kaunas.where else would best visit lithuania probably renting car we love culture small villages countryside. or worthwhile visit also tallinn riga instead moving two cities,0,0,0,0,
